"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2184","User login with wrong email or password","LMS system","Wed Jul 22 11:49:49 UTC 2026","passed","Wed Jul 22 11:49:51 UTC 2026","Authorization","Authentication","",""
"","1701","Registration with correct email, username and password","LMS system","Wed Jul 22 11:49:55 UTC 2026","passed","Wed Jul 22 11:49:57 UTC 2026","Registration","Authentication","",""
"","1861","Check displaying of dashboard page","LMS system","Wed Jul 22 11:50:02 UTC 2026","passed","Wed Jul 22 11:50:04 UTC 2026","Dashboard","Dashboard","",""
"","1634","Check displaying of empty courses list","LMS system","Wed Jul 22 11:49:58 UTC 2026","passed","Wed Jul 22 11:50:00 UTC 2026","Courses","Courses","",""
"","2092","User login with wrong email or password","LMS system","Wed Jul 22 11:49:52 UTC 2026","passed","Wed Jul 22 11:49:54 UTC 2026","Authorization","Authentication","",""
"","2456","Create course","LMS system","Wed Jul 22 11:49:59 UTC 2026","passed","Wed Jul 22 11:50:02 UTC 2026","Courses","Courses","",""
"","1555","Navigation from login page to registration page","LMS system","Wed Jul 22 11:49:54 UTC 2026","passed","Wed Jul 22 11:49:56 UTC 2026","Authorization","Authentication","",""
"","1641","User login with wrong email or password","LMS system","Wed Jul 22 11:49:53 UTC 2026","passed","Wed Jul 22 11:49:55 UTC 2026","Authorization","Authentication","",""
"","3023","Editing course","LMS system","Wed Jul 22 11:50:00 UTC 2026","passed","Wed Jul 22 11:50:03 UTC 2026","Courses","Courses","",""
"","3612","User login with correct email or password","LMS system","Wed Jul 22 11:49:49 UTC 2026","passed","Wed Jul 22 11:49:53 UTC 2026","Authorization","Authentication","",""
